order_id,order_details_id,pizza_id,quantity
28,74,ckn_alfredo_s,1
29,75,green_garden_s,1
30,76,thai_ckn_l,1
31,77,mexicana_m,1
31,78,pepperoni_s,1
32,79,big_meat_s,1
32,80,green_garden_l,1
32,81,ital_cpcllo_l,1
32,82,ital_supr_m,1
33,83,bbq_ckn_l,1
33,84,green_garden_s,1
34,85,the_greek_s,1
35,86,green_garden_m,1
35,87,pep_msh_pep_l,1
35,88,pepperoni_m,1
35,89,thai_ckn_l,1
36,90,bbq_ckn_m,1
36,91,classic_dlx_m,1
37,92,ital_supr_l,1
37,93,mexicana_l,1
38,94,hawaiian_s,1
38,95,ital_cpcllo_l,1
39,96,ital_supr_l,1
40,97,four_cheese_l,1
40,98,southw_ckn_s,1
41,99,four_cheese_m,1
41,100,green_garden_s,1
42,101,big_meat_s,1
42,102,five_cheese_l,1
42,103,mexicana_l,1
42,104,peppr_salami_m,1
43,105,ckn_alfredo_m,1
43,106,ital_supr_m,1
43,107,peppr_salami_l,1
44,108,spin_pesto_s,1
45,109,four_cheese_l,1
45,110,hawaiian_s,1
45,111,thai_ckn_m,1
46,112,ckn_pesto_l,1
46,113,classic_dlx_l,1
46,114,thai_ckn_m,1
47,115,southw_ckn_l,1
47,116,veggie_veg_s,1
48,117,ckn_pesto_m,1
48,118,green_garden_s,1
48,119,prsc_argla_l,1
48,120,spicy_ital_l,1
49,121,sicilian_l,1
50,122,the_greek_xl,1
51,123,bbq_ckn_l,1
51,124,pep_msh_pep_l,1
52,125,hawaiian_l,1
52,126,mexicana_l,1
52,127,spicy_ital_l,1
53,128,pep_msh_pep_s,1
53,129,spinach_supr_m,1
54,130,prsc_argla_m,1
54,131,thai_ckn_l,1
55,132,peppr_salami_s,1
55,133,spicy_ital_l,1
56,134,classic_dlx_m,1
56,135,mediterraneo_l,1
56,136,southw_ckn_m,1
57,137,classic_dlx_m,1
58,138,five_cheese_l,1
58,139,pepperoni_m,1
59,140,ital_veggie_s,1
59,141,pep_msh_pep_s,1
59,142,pepperoni_l,1
60,143,ckn_pesto_l,1
60,144,four_cheese_m,1
61,145,bbq_ckn_m,1
61,146,ital_supr_l,1
62,147,bbq_ckn_m,1
62,148,spinach_supr_m,1
63,149,pep_msh_pep_m,1
64,150,big_meat_s,1
65,151,pep_msh_pep_s,1
65,152,sicilian_s,1
65,153,spicy_ital_s,1
65,154,spinach_supr_m,1
66,155,classic_dlx_m,1
66,156,ital_cpcllo_m,1
67,157,southw_ckn_l,1
68,158,classic_dlx_m,1
68,159,ital_supr_l,1
68,160,ital_supr_m,1
69,161,bbq_ckn_l,1
70,162,ital_veggie_s,1
70,163,soppressata_l,1
71,164,thai_ckn_l,1
72,165,spinach_fet_l,1
73,166,thai_ckn_s,1
74,167,five_cheese_l,1
74,168,mexicana_l,1
74,169,spin_pesto_s,1
74,170,spinach_supr_l,1
75,171,ital_supr_s,1
75,172,mediterraneo_l,1
75,173,napolitana_l,1
76,174,big_meat_s,1
76,175,hawaiian_l,1
76,176,ital_veggie_l,1
76,177,spicy_ital_l,1
77,178,bbq_ckn_m,1
77,179,hawaiian_m,1
78,180,big_meat_s,1
78,181,classic_dlx_s,1
78,182,four_cheese_l,1
78,183,ital_cpcllo_m,1
78,184,spicy_ital_l,3
78,185,thai_ckn_s,1
79,186,ital_cpcllo_l,1
79,187,pep_msh_pep_s,1
79,188,thai_ckn_l,1
80,189,pepperoni_s,1
80,190,thai_ckn_m,1
81,191,thai_ckn_l,1
82,192,big_meat_s,1
82,193,cali_ckn_m,1
82,194,spicy_ital_l,1
82,195,veggie_veg_m,1
83,196,southw_ckn_s,1
84,197,pepperoni_l,1
85,198,classic_dlx_m,1
85,199,classic_dlx_s,1
85,200,ital_supr_l,1
85,201,the_greek_m,1
86,202,hawaiian_l,1
87,203,ital_cpcllo_m,1
87,204,mexicana_m,1
87,205,spinach_supr_l,1
87,206,spinach_supr_s,1
88,207,five_cheese_l,1
89,208,soppressata_l,1
89,209,thai_ckn_l,1
90,210,sicilian_l,1
90,211,thai_ckn_s,1
91,212,bbq_ckn_l,2
91,213,ckn_pesto_s,1
91,214,pepperoni_s,1
92,215,bbq_ckn_m,1
92,216,ital_supr_l,1
92,217,ital_supr_m,1
92,218,ital_veggie_s,1
92,219,pepperoni_m,1
92,220,peppr_salami_m,1
92,221,spinach_fet_s,1
92,222,spinach_supr_s,1
92,223,the_greek_m,2
93,224,sicilian_m,1
94,225,ital_cpcllo_m,1
94,226,southw_ckn_s,1
95,227,napolitana_s,1
95,228,peppr_salami_l,1
96,229,napolitana_s,1
97,230,big_meat_s,1
98,231,classic_dlx_l,1
98,232,napolitana_l,1
99,233,ital_supr_l,1
100,234,hawaiian_l,1
101,235,cali_ckn_l,1
101,236,pepperoni_l,1
101,237,soppressata_l,1
101,238,spicy_ital_m,1
102,239,bbq_ckn_s,1
102,240,prsc_argla_s,1
103,241,spinach_supr_s,1
104,242,bbq_ckn_m,1
104,243,ckn_alfredo_m,1
104,244,ital_veggie_m,1
104,245,veggie_veg_l,1
105,246,hawaiian_s,2
105,247,pepperoni_l,1
105,248,prsc_argla_m,1
106,249,mexicana_l,1
106,250,spicy_ital_l,1
107,251,cali_ckn_l,1
107,252,ital_supr_m,1
107,253,spicy_ital_l,1
107,254,veggie_veg_l,1
108,255,classic_dlx_l,1
108,256,hawaiian_l,1
108,257,spinach_supr_l,1
109,258,ital_cpcllo_l,1
109,259,ital_supr_l,1
109,260,pepperoni_m,1
109,261,prsc_argla_l,1
110,262,big_meat_s,1
110,263,napolitana_l,1
110,264,soppressata_l,1
110,265,spicy_ital_s,1
111,266,cali_ckn_m,1
111,267,five_cheese_l,1
111,268,pepperoni_m,1
111,269,spin_pesto_l,1
112,270,pepperoni_s,1
113,271,cali_ckn_l,1
113,272,mexicana_l,1
113,273,southw_ckn_m,1
114,274,pepperoni_l,1
114,275,sicilian_s,1
115,276,big_meat_s,1
115,277,napolitana_l,1
115,278,thai_ckn_m,1
116,279,five_cheese_l,1
117,280,peppr_salami_m,1
117,281,sicilian_l,1
118,282,prsc_argla_l,1
118,283,spinach_fet_s,1
119,284,four_cheese_m,1
120,285,classic_dlx_s,1
120,286,hawaiian_s,1
120,287,spinach_fet_l,1
121,288,bbq_ckn_m,1
121,289,four_cheese_l,1
121,290,sicilian_l,1
121,291,southw_ckn_l,1
122,292,ital_supr_m,1
123,293,ital_cpcllo_s,1
124,294,bbq_ckn_s,1
124,295,sicilian_l,1
124,296,spicy_ital_l,1
124,297,the_greek_s,1
125,298,the_greek_xl,1
126,299,veggie_veg_l,1
127,300,pepperoni_m,1
128,301,spicy_ital_s,1
129,302,big_meat_s,1
129,303,the_greek_m,1
130,304,hawaiian_s,1
130,305,ital_cpcllo_l,1
130,306,mexicana_m,1
130,307,southw_ckn_s,1
131,308,ckn_pesto_l,1
131,309,five_cheese_l,1
131,310,green_garden_s,1
131,311,spinach_supr_s,1
132,312,pepperoni_s,1
133,313,bbq_ckn_l,1
133,314,hawaiian_l,1
133,315,the_greek_s,1
134,316,big_meat_s,1
134,317,southw_ckn_l,1
134,318,spinach_supr_s,1
135,319,veggie_veg_l,1
136,320,five_cheese_l,1
136,321,peppr_salami_s,1
137,322,mediterraneo_l,1
137,323,pepperoni_s,1
137,324,spicy_ital_m,1
138,325,cali_ckn_m,1
138,326,four_cheese_l,1
138,327,ital_veggie_l,1
138,328,sicilian_m,1
139,329,five_cheese_l,1
140,330,prsc_argla_s,1
140,331,veggie_veg_m,1
141,332,classic_dlx_m,1
142,333,green_garden_m,1
143,334,cali_ckn_s,1
143,335,classic_dlx_s,1
143,336,hawaiian_l,1
143,337,mexicana_m,1
143,338,pepperoni_l,1
143,339,prsc_argla_s,1
143,340,thai_ckn_l,1
143,341,veggie_veg_m,1
144,342,bbq_ckn_m,3
144,343,big_meat_s,1
144,344,cali_ckn_l,1
144,345,ckn_pesto_m,1
144,346,five_cheese_l,1
144,347,four_cheese_l,1
144,348,pep_msh_pep_s,1
144,349,southw_ckn_l,1
144,350,southw_ckn_s,1
144,351,spicy_ital_l,1
144,352,thai_ckn_m,1
144,353,veggie_veg_l,1
145,354,the_greek_s,1
146,355,cali_ckn_l,1
146,356,four_cheese_m,1
146,357,hawaiian_m,1
147,358,the_greek_xl,1
148,359,mediterraneo_s,1
149,360,spinach_fet_m,1
150,361,pepperoni_m,1
151,362,southw_ckn_l,1
151,363,spinach_supr_s,1
152,364,hawaiian_s,1
152,365,spinach_fet_l,1
152,366,thai_ckn_s,1
152,367,the_greek_m,1
153,368,mexicana_m,1
154,369,prsc_argla_s,1
155,370,ckn_pesto_s,1
155,371,napolitana_l,1
155,372,pepperoni_l,1
155,373,peppr_salami_l,1
156,374,napolitana_m,1
156,375,thai_ckn_l,1
157,376,ital_supr_l,1
157,377,mediterraneo_m,1
157,378,sicilian_m,1
157,379,spin_pesto_m,1
158,380,ital_veggie_m,1
158,381,thai_ckn_m,1
159,382,four_cheese_l,1
159,383,thai_ckn_m,1
160,384,classic_dlx_m,1
161,385,hawaiian_s,1
161,386,spicy_ital_m,1
161,387,the_greek_xl,1
162,388,big_meat_s,1
163,389,hawaiian_m,1
163,390,pepperoni_l,1
163,391,the_greek_m,1
164,392,cali_ckn_l,1
164,393,pepperoni_m,1
165,394,prsc_argla_m,1
166,395,prsc_argla_s,1
167,396,bbq_ckn_l,1
167,397,ital_supr_m,1
167,398,pepperoni_m,1
168,399,big_meat_s,1
168,400,veggie_veg_m,1
169,401,four_cheese_l,1
169,402,ital_cpcllo_s,1
169,403,sicilian_m,1
170,404,hawaiian_l,1
171,405,napolitana_m,1
172,406,napolitana_s,1
172,407,spinach_supr_m,1
172,408,thai_ckn_l,1
173,409,cali_ckn_m,1
173,410,classic_dlx_m,1
173,411,veggie_veg_l,1
174,412,big_meat_s,1
174,413,cali_ckn_l,1
174,414,cali_ckn_m,1
174,415,ital_cpcllo_m,1
175,416,ital_supr_l,1
176,417,cali_ckn_l,1
176,418,peppr_salami_m,1
177,419,napolitana_s,1
177,420,thai_ckn_l,1
178,421,peppr_salami_l,1
179,422,hawaiian_l,1
179,423,sicilian_m,1
179,424,veggie_veg_s,1
180,425,classic_dlx_l,1
180,426,prsc_argla_l,1
181,427,mexicana_l,1
182,428,brie_carre_s,1
182,429,peppr_salami_l,1
183,430,napolitana_m,1
183,431,spin_pesto_l,1
183,432,spin_pesto_s,1
184,433,hawaiian_l,1
185,434,sicilian_m,1
185,435,spin_pesto_s,1
186,436,mexicana_l,1
186,437,southw_ckn_l,1
186,438,spin_pesto_l,1
186,439,thai_ckn_l,1
187,440,five_cheese_l,1
187,441,spin_pesto_l,1
188,442,five_cheese_l,1
188,443,pepperoni_s,1
188,444,peppr_salami_l,1
189,445,big_meat_s,2
189,446,thai_ckn_s,1
190,447,bbq_ckn_l,1
190,448,four_cheese_m,1
190,449,pep_msh_pep_s,1
190,450,prsc_argla_l,1
191,451,cali_ckn_l,1
191,452,ckn_alfredo_m,1
192,453,sicilian_s,1
192,454,southw_ckn_l,1
193,455,big_meat_s,1
193,456,cali_ckn_m,1
193,457,ckn_alfredo_l,2
194,458,bbq_ckn_s,1
195,459,bbq_ckn_l,1
196,460,sicilian_s,1
196,461,spicy_ital_m,1
196,462,veggie_veg_m,1
197,463,four_cheese_l,1
197,464,ital_cpcllo_l,1
197,465,ital_veggie_l,1
197,466,soppressata_l,1
198,467,big_meat_s,1
198,468,ckn_alfredo_l,1
199,469,ckn_alfredo_m,1
200,470,the_greek_xl,1
201,471,calabrese_m,1
201,472,ckn_pesto_l,1
201,473,ital_supr_l,1
201,474,the_greek_xl,1
202,475,cali_ckn_s,1
203,476,cali_ckn_l,1
203,477,ital_veggie_m,1
203,478,pep_msh_pep_l,1
203,479,the_greek_s,1
204,480,spicy_ital_l,1
205,481,cali_ckn_s,1
205,482,ckn_alfredo_m,1
205,483,prsc_argla_s,1
206,484,napolitana_m,1
206,485,pepperoni_s,1
206,486,spicy_ital_l,1
207,487,spicy_ital_l,1
208,488,bbq_ckn_l,1
208,489,bbq_ckn_s,1
208,490,ckn_alfredo_m,1
208,491,pepperoni_m,1
208,492,the_greek_m,1
209,493,cali_ckn_l,1
210,494,spinach_fet_s,1
211,495,pepperoni_s,1
212,496,ital_cpcllo_l,1
213,497,four_cheese_l,1
214,498,ital_cpcllo_l,1
214,499,ital_supr_m,1
214,500,mexicana_s,1
214,501,spin_pesto_m,1
215,502,green_garden_s,1
216,503,bbq_ckn_m,1
216,504,five_cheese_l,1
216,505,hawaiian_l,1
217,506,classic_dlx_m,1
217,507,spinach_fet_s,1
218,508,spicy_ital_m,1
219,509,bbq_ckn_l,1
219,510,five_cheese_l,1
219,511,peppr_salami_m,1
219,512,spinach_fet_m,1
220,513,hawaiian_s,1
220,514,ital_cpcllo_s,1
220,515,napolitana_l,1
220,516,spicy_ital_l,1
221,517,five_cheese_l,1
221,518,prsc_argla_m,1
221,519,the_greek_s,1
222,520,four_cheese_l,1
222,521,sicilian_s,1
223,522,pep_msh_pep_s,1
224,523,ckn_alfredo_s,1
224,524,ital_supr_m,1
224,525,napolitana_m,1
224,526,thai_ckn_l,1
225,527,bbq_ckn_l,1
225,528,bbq_ckn_m,1
225,529,southw_ckn_s,1
226,530,classic_dlx_l,1
227,531,bbq_ckn_m,1
227,532,the_greek_m,1
228,533,ital_veggie_s,1
229,534,ital_veggie_l,1
229,535,prsc_argla_l,1
229,536,spin_pesto_s,1
230,537,thai_ckn_m,1
231,538,cali_ckn_l,1
231,539,napolitana_s,1
231,540,prsc_argla_s,1
232,541,bbq_ckn_m,1
232,542,spinach_supr_l,1
233,543,spinach_fet_s,1
234,544,ckn_alfredo_m,1
234,545,ital_supr_s,1
234,546,napolitana_m,1
235,547,cali_ckn_m,1
236,548,classic_dlx_l,1
236,549,green_garden_m,1
237,550,green_garden_s,1
238,551,spin_pesto_l,1
239,552,ital_supr_l,1
239,553,thai_ckn_m,1
240,554,four_cheese_m,1
241,555,sicilian_m,1
241,556,spinach_supr_l,1
242,557,calabrese_m,1
242,558,thai_ckn_l,1
242,559,veggie_veg_m,1
243,560,classic_dlx_l,1
243,561,spinach_supr_s,1
244,562,ital_supr_s,1
244,563,spicy_ital_l,1
245,564,bbq_ckn_l,1
245,565,ckn_pesto_l,1
246,566,ckn_alfredo_m,1
246,567,pepperoni_l,1
247,568,hawaiian_m,1
247,569,sicilian_m,1
247,570,spinach_supr_s,1
248,571,hawaiian_s,1
248,572,thai_ckn_l,1
249,573,bbq_ckn_l,1
249,574,calabrese_s,1
250,575,four_cheese_m,1
251,576,mexicana_m,1
252,577,prsc_argla_m,1
253,578,brie_carre_s,1
254,579,bbq_ckn_l,1
254,580,brie_carre_s,1
254,581,five_cheese_l,1
255,582,five_cheese_l,1
255,583,green_garden_m,1
255,584,hawaiian_l,1
255,585,spinach_fet_m,1
256,586,pep_msh_pep_l,1
257,587,cali_ckn_l,1
257,588,ckn_alfredo_l,1
258,589,classic_dlx_m,1
259,590,pepperoni_l,1
260,591,five_cheese_l,1
260,592,the_greek_l,1
261,593,brie_carre_s,1
262,594,cali_ckn_m,1
263,595,spin_pesto_l,1
264,596,mexicana_m,1
265,597,ckn_alfredo_m,1
265,598,mexicana_l,1
265,599,sicilian_m,1
265,600,spicy_ital_l,1
266,601,peppr_salami_m,1
267,602,four_cheese_l,1
267,603,mediterraneo_l,1
267,604,napolitana_s,1
268,605,ital_supr_l,1
268,606,pepperoni_s,1
269,607,ckn_alfredo_m,1
270,608,southw_ckn_l,1
270,609,spin_pesto_l,1
270,610,thai_ckn_l,1
271,611,big_meat_s,1
271,612,cali_ckn_m,2
271,613,ckn_alfredo_m,2
271,614,ckn_pesto_l,2
271,615,classic_dlx_m,1
271,616,ital_supr_m,1
271,617,sicilian_s,1
271,618,soppressata_m,1
271,619,southw_ckn_m,1
271,620,the_greek_s,1
272,621,ital_supr_m,1
273,622,soppressata_s,1
274,623,four_cheese_l,1
274,624,thai_ckn_l,1
275,625,classic_dlx_l,1
275,626,five_cheese_l,1
275,627,pepperoni_s,1
275,628,sicilian_m,1
276,629,five_cheese_l,1
276,630,spicy_ital_l,1
277,631,four_cheese_m,1
278,632,ital_veggie_m,1
278,633,southw_ckn_l,1
279,634,cali_ckn_m,1
279,635,ckn_alfredo_m,1
280,636,prsc_argla_m,1
280,637,veggie_veg_m,1
281,638,sicilian_s,1
282,639,classic_dlx_s,1
282,640,five_cheese_l,1
282,641,peppr_salami_l,1
282,642,spin_pesto_l,1
283,643,napolitana_m,1
284,644,four_cheese_m,1
284,645,hawaiian_s,1
284,646,napolitana_m,1
285,647,prsc_argla_l,1
286,648,ital_supr_m,1
286,649,peppr_salami_l,1
287,650,ital_supr_m,1
287,651,pep_msh_pep_m,1
287,652,pepperoni_m,1
287,653,sicilian_s,1
288,654,brie_carre_s,1
288,655,prsc_argla_l,1
288,656,spinach_supr_l,1
289,657,five_cheese_l,1
290,658,classic_dlx_s,1
290,659,veggie_veg_m,1
291,660,bbq_ckn_l,1
291,661,ckn_alfredo_m,2
291,662,four_cheese_m,1
292,663,spin_pesto_m,1
292,664,spinach_fet_l,1
293,665,classic_dlx_s,1
293,666,ital_veggie_s,1
294,667,bbq_ckn_m,1
294,668,ital_supr_l,1
294,669,thai_ckn_l,1
295,670,cali_ckn_m,1
296,671,green_garden_s,1
296,672,ital_cpcllo_s,1
296,673,thai_ckn_m,1
297,674,southw_ckn_m,1
298,675,cali_ckn_m,1
298,676,cali_ckn_s,1
298,677,ckn_alfredo_m,1
298,678,classic_dlx_s,1
299,679,classic_dlx_s,1
299,680,spinach_fet_m,1
300,681,big_meat_s,1
300,682,ital_cpcllo_s,1
300,683,ital_veggie_s,1
300,684,spinach_supr_s,1
301,685,napolitana_l,1
302,686,peppr_salami_l,1
303,687,big_meat_s,1
303,688,ital_cpcllo_m,1
303,689,pepperoni_s,1
304,690,hawaiian_s,1
304,691,mexicana_l,1
305,692,pepperoni_l,1
305,693,sicilian_s,1
305,694,spicy_ital_m,1
306,695,big_meat_s,1
306,696,hawaiian_s,1
306,697,napolitana_m,1
307,698,classic_dlx_l,1
307,699,thai_ckn_m,1
308,700,hawaiian_l,1
308,701,pep_msh_pep_l,1
308,702,thai_ckn_s,1
309,703,five_cheese_l,1
309,704,peppr_salami_m,1
310,705,hawaiian_s,1
310,706,thai_ckn_s,1
311,707,sicilian_l,1
312,708,big_meat_s,1
312,709,brie_carre_s,1
312,710,ckn_alfredo_m,1
312,711,sicilian_m,1
313,712,classic_dlx_m,1
314,713,calabrese_m,1
314,714,five_cheese_l,1
314,715,green_garden_m,1
314,716,hawaiian_m,1
314,717,veggie_veg_m,1
315,718,classic_dlx_m,1
316,719,hawaiian_s,1
316,720,ital_supr_m,1
317,721,cali_ckn_s,1
317,722,classic_dlx_m,1
317,723,four_cheese_l,1
317,724,hawaiian_s,1
317,725,pep_msh_pep_l,1
317,726,prsc_argla_s,1
317,727,spinach_fet_s,1
318,728,ital_cpcllo_l,1
318,729,mexicana_l,1
318,730,soppressata_s,1
318,731,spicy_ital_l,1
319,732,ital_supr_m,1
320,733,cali_ckn_m,1
320,734,ckn_pesto_l,1
321,735,ital_supr_l,1
322,736,cali_ckn_l,1
322,737,ckn_pesto_l,1
322,738,classic_dlx_s,1
322,739,thai_ckn_l,1
323,740,classic_dlx_m,1
324,741,five_cheese_l,1
325,742,classic_dlx_s,1
325,743,veggie_veg_s,1
326,744,cali_ckn_m,1
326,745,spinach_supr_l,1
327,746,classic_dlx_m,1
328,747,mediterraneo_l,1
329,748,spicy_ital_l,1
329,749,spinach_supr_m,1
330,750,big_meat_s,1
330,751,ckn_alfredo_m,1
330,752,classic_dlx_m,1
330,753,classic_dlx_s,1
330,754,five_cheese_l,1
330,755,four_cheese_l,2
330,756,hawaiian_l,1
330,757,pep_msh_pep_l,1
330,758,peppr_salami_s,1
330,759,sicilian_l,1
330,760,spicy_ital_l,1
330,761,spicy_ital_m,1
330,762,spinach_fet_l,1
330,763,the_greek_m,1
331,764,prsc_argla_m,1
332,765,sicilian_m,1
332,766,southw_ckn_l,1
332,767,thai_ckn_m,1
333,768,ckn_alfredo_m,1
334,769,calabrese_l,1
334,770,pepperoni_m,1
334,771,southw_ckn_m,1
334,772,thai_ckn_l,1
335,773,mediterraneo_l,1
336,774,prsc_argla_l,1
337,775,hawaiian_l,1
337,776,pepperoni_l,1
338,777,mexicana_l,1
338,778,thai_ckn_l,1
338,779,the_greek_xl,1
339,780,spicy_ital_m,1
340,781,peppr_salami_s,1
341,782,bbq_ckn_m,1
341,783,pepperoni_s,1
342,784,sicilian_l,1
342,785,southw_ckn_l,1
343,786,five_cheese_l,1
343,787,four_cheese_m,1
344,788,ital_cpcllo_m,1
345,789,peppr_salami_s,1
345,790,spinach_fet_s,1
346,791,green_garden_s,1
346,792,hawaiian_s,1
346,793,ital_cpcllo_l,1
346,794,napolitana_s,1
347,795,spinach_fet_l,1
347,796,thai_ckn_l,1
347,797,veggie_veg_m,1
348,798,classic_dlx_m,1
348,799,thai_ckn_l,1
348,800,thai_ckn_s,1
349,801,pepperoni_l,1
350,802,classic_dlx_l,1
350,803,pepperoni_m,2
350,804,spicy_ital_s,1
351,805,big_meat_s,1
351,806,hawaiian_m,1
352,807,big_meat_s,1
352,808,ital_cpcllo_l,1
353,809,bbq_ckn_l,1
353,810,cali_ckn_l,1
353,811,prsc_argla_s,1
354,812,green_garden_s,1
354,813,veggie_veg_l,1
355,814,ckn_alfredo_m,1
355,815,ital_supr_m,1
356,816,ckn_alfredo_m,1
357,817,cali_ckn_l,1
357,818,southw_ckn_s,1
357,819,spinach_fet_s,1
358,820,ital_supr_m,1
359,821,green_garden_m,1
359,822,thai_ckn_l,1
360,823,bbq_ckn_l,1
360,824,green_garden_s,1
360,825,hawaiian_s,1
361,826,big_meat_s,2
361,827,ital_cpcllo_s,1
362,828,bbq_ckn_m,1
362,829,mexicana_l,1
363,830,mediterraneo_l,1
363,831,mexicana_l,1
364,832,ital_supr_m,1
364,833,the_greek_xl,1
365,834,four_cheese_m,1
365,835,mediterraneo_l,1
365,836,pepperoni_m,1
366,837,ital_cpcllo_l,1
367,838,hawaiian_l,1
367,839,spinach_fet_m,1
368,840,spin_pesto_m,1
368,841,thai_ckn_l,1
369,842,spinach_fet_m,1
370,843,four_cheese_l,1
370,844,hawaiian_s,1
371,845,pepperoni_m,1
372,846,spinach_fet_s,1
373,847,ckn_pesto_s,1
373,848,classic_dlx_m,1
373,849,sicilian_l,1
374,850,big_meat_s,1
374,851,ckn_alfredo_m,1
374,852,peppr_salami_s,1
375,853,mexicana_m,1
376,854,the_greek_xl,1
376,855,veggie_veg_l,1
377,856,hawaiian_m,1
377,857,thai_ckn_l,1
378,858,ital_veggie_s,1
379,859,thai_ckn_l,1
380,860,calabrese_m,1
380,861,cali_ckn_m,1
381,862,southw_ckn_m,1
382,863,thai_ckn_s,1
382,864,veggie_veg_m,1
383,865,spicy_ital_m,1
384,866,hawaiian_s,1
384,867,ital_cpcllo_m,1
384,868,mediterraneo_m,1
384,869,the_greek_s,1
385,870,veggie_veg_l,1
386,871,ital_veggie_s,1
386,872,soppressata_m,1
386,873,thai_ckn_m,1
387,874,bbq_ckn_s,1
387,875,big_meat_s,1
387,876,ckn_pesto_m,1
387,877,five_cheese_l,1
387,878,pepperoni_s,1
387,879,spicy_ital_l,1
387,880,spinach_fet_s,1
388,881,bbq_ckn_s,1
388,882,ckn_alfredo_m,1
388,883,mediterraneo_m,1
388,884,veggie_veg_s,1
389,885,spin_pesto_l,1
390,886,pep_msh_pep_l,1
391,887,the_greek_m,1
392,888,big_meat_s,1
392,889,calabrese_s,1
392,890,cali_ckn_l,1
392,891,pepperoni_s,2
392,892,prsc_argla_l,1
392,893,sicilian_l,1
392,894,soppressata_l,1
392,895,spicy_ital_l,1
393,896,green_garden_s,1
393,897,hawaiian_l,1
394,898,big_meat_s,1
394,899,ckn_pesto_s,1
394,900,hawaiian_l,1
394,901,hawaiian_s,1
394,902,pep_msh_pep_l,1
394,903,pepperoni_m,3
394,904,pepperoni_s,1
394,905,sicilian_l,1
394,906,spicy_ital_l,1
394,907,spin_pesto_s,1
394,908,thai_ckn_l,1
394,909,veggie_veg_s,1
395,910,napolitana_m,1
396,911,spinach_fet_s,1
397,912,five_cheese_l,2
397,913,hawaiian_l,1
397,914,pepperoni_m,1
398,915,pepperoni_s,1
399,916,bbq_ckn_m,1
399,917,cali_ckn_l,1
399,918,four_cheese_m,1
399,919,the_greek_m,1
400,920,pepperoni_m,1
400,921,thai_ckn_l,1
401,922,veggie_veg_m,1
402,923,four_cheese_l,1
402,924,ital_supr_m,1
403,925,bbq_ckn_s,1
403,926,classic_dlx_l,1
403,927,prsc_argla_s,1
404,928,ckn_pesto_l,1
405,929,sicilian_l,1
406,930,ckn_alfredo_m,1
406,931,classic_dlx_m,1
406,932,ital_veggie_s,1
407,933,cali_ckn_m,1
407,934,classic_dlx_l,1
407,935,pepperoni_m,1
408,936,brie_carre_s,1
408,937,peppr_salami_m,1
409,938,pepperoni_l,1
410,939,big_meat_s,2
410,940,mediterraneo_m,1
410,941,the_greek_xl,1
411,942,ital_supr_m,1
411,943,southw_ckn_l,1
412,944,brie_carre_s,1
412,945,spinach_supr_m,1
413,946,the_greek_s,1
414,947,classic_dlx_s,1
414,948,five_cheese_l,1
414,949,ital_supr_m,1
415,950,cali_ckn_s,1
416,951,spinach_fet_l,1
417,952,pepperoni_s,1
418,953,ckn_pesto_m,1
418,954,sicilian_m,1
419,955,bbq_ckn_l,1
419,956,hawaiian_l,1
